==================================================================
Cuckoo_Search
All Requests: 9897, Average: 19.83366733466934
All Hops: 3789, Average: 7.593186372745491
All Fails: 1554, Average: 3.1142284569138274
All Storage Used: 2238287, Average: 4485.545090180361
All Processing Used: 46686, Average: 93.55911823647294
All Transmission Used: 17044, Average: 34.1563126252505
Total Cost: 2302017, Average: 4613.260521042084
==================================================================



==================================================================
Random
All Requests: 9897, Average: 19.83366733466934
All Hops: 9566, Average: 19.170340681362724
All Fails: 1586, Average: 3.1783567134268536
All Storage Used: 2685749, Average: 5382.2625250501005
All Processing Used: 68444, Average: 137.1623246492986
All Transmission Used: 39526, Average: 79.21042084168337
Total Cost: 2793719, Average: 5598.635270541082
==================================================================



==================================================================
Greedy
All Requests: 9897, Average: 19.83366733466934
All Hops: 4223, Average: 8.462925851703407
All Fails: 1563, Average: 3.132264529058116
All Storage Used: 2273055, Average: 4555.220440881763
All Processing Used: 48277, Average: 96.74749498997996
All Transmission Used: 18651, Average: 37.37675350701403
Total Cost: 2339983, Average: 4689.344689378758
==================================================================



==================================================================
Original_Only
All Requests: 9897, Average: 19.83366733466934
All Hops: 26839, Average: 53.78557114228457
All Fails: 1690, Average: 3.3867735470941884
All Storage Used: 151132, Average: 302.8697394789579
All Processing Used: 120504, Average: 241.49098196392785
All Transmission Used: 92928, Average: 186.22845691382764
Total Cost: 364564, Average: 730.5891783567134
==================================================================



