==================================================================
Cuckoo_Search
All Requests: 9897, Average: 19.83366733466934
All Hops: 3676, Average: 7.3667334669338675
All Fails: 1630, Average: 3.2665330661322645
All Storage Used: 2238287, Average: 4485.545090180361
All Processing Used: 37948, Average: 76.04809619238478
All Transmission Used: 11811, Average: 23.66933867735471
Total Cost: 2288046, Average: 4585.2625250501005
==================================================================



==================================================================
Random
All Requests: 9897, Average: 19.83366733466934
All Hops: 9424, Average: 18.88577154308617
All Fails: 1670, Average: 3.346693386773547
All Storage Used: 2685749, Average: 5382.2625250501005
All Processing Used: 56080, Average: 112.38476953907815
All Transmission Used: 30897, Average: 61.91783567134269
Total Cost: 2772726, Average: 5556.565130260521
==================================================================



==================================================================
Greedy
All Requests: 9897, Average: 19.83366733466934
All Hops: 4102, Average: 8.220440881763528
All Fails: 1642, Average: 3.2905811623246493
All Storage Used: 2273055, Average: 4555.220440881763
All Processing Used: 39198, Average: 78.55310621242485
All Transmission Used: 13152, Average: 26.35671342685371
Total Cost: 2325405, Average: 4660.130260521042
==================================================================



==================================================================
Original_Only
All Requests: 9897, Average: 19.83366733466934
All Hops: 21376, Average: 42.8376753507014
All Fails: 3637, Average: 7.2885771543086175
All Storage Used: 151132, Average: 302.8697394789579
All Processing Used: 76738, Average: 153.78356713426854
All Transmission Used: 59676, Average: 119.59118236472946
Total Cost: 287546, Average: 576.2444889779559
==================================================================



