==================================================================
Cuckoo_Search
All Requests: 9897, Average: 19.83366733466934
All Hops: 3751, Average: 7.517034068136272
All Fails: 1583, Average: 3.1723446893787575
All Storage Used: 2238287, Average: 4485.545090180361
All Processing Used: 42761, Average: 85.69338677354709
All Transmission Used: 14794, Average: 29.647294589178358
Total Cost: 2295842, Average: 4600.885771543086
==================================================================



==================================================================
Random
All Requests: 9897, Average: 19.83366733466934
All Hops: 9475, Average: 18.987975951903806
All Fails: 1621, Average: 3.2484969939879758
All Storage Used: 2685749, Average: 5382.2625250501005
All Processing Used: 60909, Average: 122.062124248497
All Transmission Used: 34020, Average: 68.17635270541082
Total Cost: 2780678, Average: 5572.501002004008
==================================================================



==================================================================
Greedy
All Requests: 9897, Average: 19.83366733466934
All Hops: 4183, Average: 8.382765531062125
All Fails: 1593, Average: 3.1923847695390783
All Storage Used: 2273055, Average: 4555.220440881763
All Processing Used: 44175, Average: 88.52705410821643
All Transmission Used: 16277, Average: 32.61923847695391
Total Cost: 2333507, Average: 4676.3667334669335
==================================================================



==================================================================
Original_Only
All Requests: 9897, Average: 19.83366733466934
All Hops: 25193, Average: 50.48697394789579
All Fails: 2358, Average: 4.725450901803607
All Storage Used: 151132, Average: 302.8697394789579
All Processing Used: 101162, Average: 202.72945891783567
All Transmission Used: 78442, Average: 157.19839679358716
Total Cost: 330736, Average: 662.7975951903808
==================================================================



